Member Properties                                                                                                                                                                                                                                                                                                                                                  (kip-in units),,,,,,,,,,,,,,,,Load Case 1,,,,Load Case 1                                                Aggregate Deflection Joints,,,Load Case 2,,,,Load Case 2                                                Aggregate Deflection Joints,,,Load Case 3,,,,Load Case 3                                                Aggregate Deflection Joints,,,Load Case 4,,,,Load Case 4                                                Aggregate Deflection Joints,,,Load Case 5,,,,Load Case 5                                                Aggregate Deflection Joints,,,Load Case 6,,,,Load Case 6                                               Aggregate Deflection Joints,,,Nodal Supports                                                                                                                                                                                                                      (Yes = 1    No = 0),,,,,,,,,                     Available Shapes         ,,,,,,Group Shape Set,,
Member,Start X,Start Y,Start Z,End X,End Y,End Z,Layer,Group,E ,G,Fy,kby,kbz,key,kez,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,Member,wx ,wy ,wz,X,Y,Z,X,Y,Z,Rx,Ry,Rz,Mx,My,Mz,Section,Shape,D (in),t (in),wt (lb/ft),W (in),Group,From,To
279,0,87.5944,0,0,90.8916,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,0,87.5944,0,0,84.2972,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,32.75,134.4056,0,32.75,131.1084,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,32.75,134.4056,0,32.75,137.7028,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,32.75,141,0,32.75,137.7028,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,32.75,127.8112,0,32.75,131.1084,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,32.75,121.522,0,32.75,124.514,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,32.75,127.8112,0,32.75,124.514,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,32.75,117.2073,0,32.75,113.8699,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,32.75,109.9133,0,32.75,113.8699,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,32.75,102,0,32.75,105.9566,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,32.75,109.9133,0,32.75,105.9566,-5.6596,Girder Web 03,20,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0,159,0,0,154.8621,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,0,120,0,0,124.8974,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0,150.7243,0,0,154.8621,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,0,142.4486,0,0,138.3107,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,0,142.4486,0,0,146.5864,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,0,150.7243,0,0,146.5864,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,0,134.478,0,0,138.3107,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,0,124.8974,-5.6596,0,130.1633,0,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,32.75,79.5514,0,32.75,75.4136,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,32.75,71.2757,0,32.75,75.4136,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,32.75,71.2757,0,32.75,67.1379,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,32.75,79.5514,0,32.75,83.6893,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,32.75,87.522,0,32.75,83.6893,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,32.75,97.1026,-5.6596,32.75,91.8367,0,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,32.75,63,0,32.75,67.1379,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,32.75,102,0,32.75,97.1026,-5.6596,Girder Web 04,21,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,0,189.652,0,0,193.826,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,0,198,0,0,193.826,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,0,163.478,-5.6596,0,167.956,0,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,0,189.652,0,0,185.478,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,0,172.956,0,0,177.13,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,0,181.304,0,0,177.13,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,0,181.304,0,0,185.478,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,0,159,0,0,163.478,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,0,167.956,-5.6596,0,167.956,0,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,0,172.956,-5.6596,0,172.956,0,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,32.75,58.522,-5.6596,32.75,54.044,0,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,32.75,63,0,32.75,58.522,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,32.75,54.044,-5.6596,32.75,54.044,0,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,32.75,24,0,32.75,28.174,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,32.75,40.696,0,32.75,36.522,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,32.75,32.348,0,32.75,36.522,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,32.75,32.348,0,32.75,28.174,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,32.75,49.044,-5.6596,32.75,49.044,0,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,32.75,40.696,0,32.75,44.87,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,32.75,49.044,0,32.75,44.87,-5.6596,Girder Web 05,22,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,0,230.5,-5.6596,0,233.6678,-1.125,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,0,224,0,0,230.5,-5.6596,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,0,217.5,-5.6596,0,224,0,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,0,211,0,0,217.5,-5.6596,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,0,204.5,-5.6596,0,211,0,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,0,198,0,0,204.5,-5.6596,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,32.75,24,0,32.75,17.5,-5.6596,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,32.75,17.5,-5.6596,32.75,11,0,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,32.75,-2,0,32.75,-8.5,-5.6596,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,32.75,4.5,-5.6596,32.75,-2,0,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,32.75,11,0,32.75,4.5,-5.6596,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,32.75,-8.5,-5.6596,32.75,-11.6678,-1.125,Girder Web 06,23,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,34.1448,156.3559,-4.6596,32.75,156.9077,-4.6596,Kicker 01,24,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,38.625,155.6562,-1.125,34.1448,156.3559,-4.6596,Kicker 01,24,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,-5.875,66.3438,-1.125,-1.3948,65.6441,-4.6596,Kicker 01,24,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,-1.3948,65.6441,-4.6596,0,65.0923,-4.6596,Kicker 01,24,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,-5.875,173.2606,-1.125,-1.3948,170.4155,-4.6596,Kicker 02,25,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,0,169.8637,-4.6596,-1.3948,170.4155,-4.6596,Kicker 02,25,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,38.625,48.7394,-1.125,34.1448,51.5845,-4.6596,Kicker 02,25,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,32.75,52.1363,-4.6596,34.1448,51.5845,-4.6596,Kicker 02,25,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,38.625,119.1978,-1.125,34.1448,116.6555,-4.6596,Kicker 03,26,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,32.75,117.2073,-4.6596,34.1448,116.6555,-4.6596,Kicker 03,26,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,-5.875,102.8022,-1.125,-1.3948,105.3445,-4.6596,Kicker 03,26,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,0,104.7927,-4.6596,-1.3948,105.3445,-4.6596,Kicker 03,26,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,-5.875,136.8022,-1.125,-1.3948,130.7151,-4.6596,Kicker 04,27,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,38.625,85.1978,-1.125,34.1448,91.2849,-4.6596,Kicker 04,27,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,32.75,-11.6678,-1.125,30.1601,-10.259,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,30.1601,-10.259,-1.125,21.8603,-5.7445,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,5.2608,3.2847,-1.125,0,6.1463,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,13.5605,-1.2299,-1.125,5.2608,3.2847,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,21.8603,-5.7445,-1.125,13.5605,-1.2299,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,10.8897,227.7445,-1.125,19.1895,223.2299,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2.5899,232.259,-1.125,10.8897,227.7445,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,0,233.6678,-1.125,2.5899,232.259,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,19.1895,223.2299,-1.125,27.4892,218.7153,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,27.4892,218.7153,-1.125,32.75,215.8537,-1.125,Lateral 01,28,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,28.4922,159.6648,-1.125,3.9297,169.3819,-1.125,Lateral 02,29,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,32.75,157.9804,-1.125,28.4922,159.6648,-1.125,Lateral 02,29,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,3.9297,169.3819,-1.125,0,170.9365,-1.125,Lateral 02,29,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,0,64.0196,-1.125,4.2578,62.3352,-1.125,Lateral 02,29,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,4.2578,62.3352,-1.125,28.8203,52.6181,-1.125,Lateral 02,29,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,28.8203,52.6181,-1.125,32.75,51.0635,-1.125,Lateral 02,29,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,32.75,121.522,-1.125,28.7084,123.1208,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,28.7084,123.1208,-1.125,20.5209,126.3598,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,4.1459,132.8379,-1.125,0,134.478,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,12.3334,129.5989,-1.125,4.1459,132.8379,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,20.5209,126.3598,-1.125,12.3334,129.5989,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,12.2291,95.6402,-1.125,20.4166,92.4011,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,4.0416,98.8792,-1.125,12.2291,95.6402,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,0,100.478,-1.125,4.0416,98.8792,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,20.4166,92.4011,-1.125,28.6041,89.1621,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,28.6041,89.1621,-1.125,32.75,87.522,-1.125,Lateral 03,30,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,0,42,-5.6596,32.75,67.1379,-5.6596,Lateral 04,31,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,0,159,-5.6596,32.75,180,-5.6596,Lateral 04,31,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,-0.6559,1.9669,-5.1441,7.518,-2.4792,-5.1441,Lateral Bot 01,32,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,7.518,-2.4792,-5.1441,15.8177,-6.9937,-5.1441,Lateral Bot 01,32,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,24.1175,-11.5083,-5.1441,32.5432,-16.0914,-5.1441,Lateral Bot 01,32,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,15.8177,-6.9937,-5.1441,24.1175,-11.5083,-5.1441,Lateral Bot 01,32,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,8.6325,233.5083,-5.1441,0.2068,238.0914,-5.1441,Lateral Bot 01,32,29000,11500,70,10000000000,10000000000,10000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
